complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly,resolved_days_new,resolution_date_new,cost_difference,cost_diff_percent
C2976,"Damaged road with potholes near Lane 6 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2024-04-07,Public Works Department,High,In Progress,Baner,Sewage Overflow,102,2024-07-18,High,5,Appreciate the fast response.,Completed,7442,2024-09-03,7232,False,No,Road Damage,Nigdi,5,2024-04-12,210,0.029037610619469
C2977,"Stray dogs causing fear near Lane 18 in Chinchwad, especially for kids.",Chinchwad,Animal Nuisance,2024-03-05,Animal Control and Welfare Department,Low,Pending,Swargate,Tree Fall,115,2024-06-28,Medium,5,Appreciate the fast response.,In Progress,0,,147,True,No,Animal Nuisance,Chinchwad,0,,147,1.0
C2978,"Damaged road with potholes near Lane 51 in Kothrud, dangerous for vehicles.",Kothrud,Road Damage,2024-03-25,Public Works Department,High,In Progress,Sinhagad Road,Tree Fall,54,2024-05-18,Medium,5,"Resolved quickly, thanks!",Completed,5505,2024-04-24,5148,False,Yes,Road Damage,Kothrud,18,2024-04-12,357,0.0693473193473193
C2979,"Uncollected garbage near Lane 9 in Dhanori, causing health concerns.",Dhanori,Garbage Issue,2024-03-16,Municipal Waste Management Department,Medium,In Progress,Dhankawadi,Animal Nuisance,113,2024-07-07,Medium,4,"Great service, very happy.",Completed,6476,2024-02-08,6081,False,Yes,Garbage Issue,Dhanori,17,2024-04-02,395,0.0649564216411774
C2980,"Water leakage from pipeline near Lane 50 in Shivajinagar, needs urgent attention.",Shivajinagar,Water Issue,2024-03-07,Water Supply and Sanitation Department,High,Resolved,Aundh,Noise Pollution,204,2024-09-27,Low,4,"Great service, very happy.",In Progress,0,,-81,False,No,Water Issue,Shivajinagar,22,2024-03-29,81,-1.0
C2981,"Unauthorized parking near Lane 11 in Bavdhan, causing congestion.",Bavdhan,Illegal Parking,2024-03-27,Traffic and Transportation Department,Medium,Pending,Pashan,Noise Pollution,133,2024-08-07,High,5,"Great service, very happy.",Escalated,0,,169,True,No,Illegal Parking,Bavdhan,0,,169,1.0
C2982,"High noise levels from activities near Lane 47 in Pimpri, disturbing peace.",Pimpri,Noise Pollution,2024-01-19,Environmental Protection Department,Low,In Progress,Pimpri,Road Damage,272,2024-10-17,Medium,4,"Resolved quickly, thanks!",Completed,2960,2024-04-16,3117,False,No,Noise Pollution,Pimpri,10,2024-01-29,157,0.0503689444979146
C2983,"Stray dogs causing fear near Lane 28 in Hadapsar, especially for kids.",Hadapsar,Animal Nuisance,2024-02-22,Animal Control and Welfare Department,Low,In Progress,Chinchwad,Street Light,56,2024-04-18,High,2,Took some time but resolved.,In Progress,0,,-499,False,Yes,Animal Nuisance,Hadapsar,3,2024-02-25,499,-1.0
C2984,"Frequent power cuts near Lane 27 in Warje, needs investigation.",Warje,Electricity Issue,2024-02-13,Electricity Distribution Department,High,In Progress,Parvati,Animal Nuisance,304,2024-12-13,High,5,Issue handled professionally.,In Progress,0,,444,True,Yes,Electricity Issue,Warje,8,2024-02-21,444,1.0
C2985,"Streetlights not working near Lane 35 in Balewadi, causing night-time hazards.",Balewadi,Streetlight Issue,2024-04-11,Urban Lighting and Infrastructure Department,Medium,In Progress,Dhankawadi,Garbage Issue,3,2024-04-14,Low,5,Issue handled professionally.,Rejected,0,,88,True,No,Streetlight Issue,Balewadi,22,2024-05-03,88,1.0
C2986,"Frequent power cuts near Lane 13 in Wagholi, needs investigation.",Wagholi,Electricity Issue,2024-02-01,Electricity Distribution Department,High,In Progress,Talegaon,Animal Nuisance,308,2024-12-05,Medium,3,It was okay.,Completed,903,2024-05-27,1046,False,No,Electricity Issue,Wagholi,14,2024-02-15,143,0.1367112810707457
C2987,"Streetlights not working near Lane 41 in Dhankawadi, causing night-time hazards.",Dhankawadi,Streetlight Issue,2024-04-06,Urban Lighting and Infrastructure Department,Medium,Resolved,Nanded,Road Damage,-28,2024-03-09,Low,1,Issue still persists.,In Progress,0,,-411,False,Yes,Streetlight Issue,Dhankawadi,21,2024-04-27,411,-1.0
C2988,"Water leakage from pipeline near Lane 36 in Erandwane, needs urgent attention.",Erandwane,Water Issue,2024-03-03,Water Supply and Sanitation Department,High,In Progress,Sinhagad Road,Drainage Problem,262,2024-11-20,Low,4,Very satisfied with the resolution.,Completed,6313,2024-12-19,6157,False,No,Water Issue,Erandwane,20,2024-03-23,156,0.0253370147799252
C2989,"Stray dogs causing fear near Lane 33 in Viman Nagar, especially for kids.",Viman Nagar,Animal Nuisance,2024-03-07,Animal Control and Welfare Department,Low,Resolved,Aundh,Noise Pollution,282,2024-12-14,High,1,Took too long to resolve.,Rejected,0,,-151,False,No,Animal Nuisance,Viman Nagar,5,2024-03-12,151,-1.0
C2990,"Stray dogs causing fear near Lane 41 in Pimpri, especially for kids.",Pimpri,Animal Nuisance,2024-01-13,Animal Control and Welfare Department,Low,In Progress,Bibwewadi,Sewage Overflow,318,2024-11-26,High,3,Average service.,Completed,7325,2024-11-29,7283,False,No,Animal Nuisance,Pimpri,5,2024-01-18,42,0.0057668543182754
C2991,"Frequent power cuts near Lane 8 in Pimpri, needs investigation.",Pimpri,Electricity Issue,2024-01-17,Electricity Distribution Department,High,In Progress,Warje,Garbage Issue,267,2024-10-10,Low,5,Very satisfied with the resolution.,Completed,4447,2024-09-03,4209,False,No,Electricity Issue,Pimpri,25,2024-02-11,238,0.0565454977429318
C2992,"Frequent power cuts near Lane 63 in Swargate, needs investigation.",Swargate,Electricity Issue,2024-01-15,Electricity Distribution Department,High,Pending,Dhankawadi,Animal Nuisance,189,2024-07-22,High,5,"Resolved quickly, thanks!",Completed,7605,2024-10-15,7455,False,No,Electricity Issue,Swargate,0,,150,0.0201207243460764
C2993,"Damaged road with potholes near Lane 56 in Shivajinagar, dangerous for vehicles.",Shivajinagar,Road Damage,2024-02-20,Public Works Department,High,Resolved,Aundh,Street Light,219,2024-09-26,Low,5,"Great service, very happy.",Completed,665,2024-06-24,272,True,Yes,Road Damage,Shivajinagar,21,2024-03-12,393,1.4448529411764706
C2994,"Frequent power cuts near Lane 4 in Shivajinagar, needs investigation.",Shivajinagar,Electricity Issue,2024-01-06,Electricity Distribution Department,High,Pending,Vishrantwadi,Sewage Overflow,70,2024-03-16,High,2,It was okay.,In Progress,0,,85,True,No,Electricity Issue,Shivajinagar,0,,85,1.0
C2995,"Water leakage from pipeline near Lane 28 in Model Colony, needs urgent attention.",Model Colony,Water Issue,2024-01-17,Water Supply and Sanitation Department,High,Pending,Kothrud,Noise Pollution,70,2024-03-27,Low,5,"Great service, very happy.",Completed,7689,2024-04-10,7227,False,Yes,Water Issue,Model Colony,0,,462,0.0639269406392694
C2996,"Stray dogs causing fear near Lane 25 in Bibwewadi, especially for kids.",Bibwewadi,Animal Nuisance,2024-02-20,Animal Control and Welfare Department,Low,Pending,Pimpri,Street Light,247,2024-10-24,Low,5,"Great service, very happy.",Completed,4742,2024-09-21,5150,False,Yes,Animal Nuisance,Bibwewadi,0,,408,0.0792233009708737
C2997,"Frequent power cuts near Lane 65 in Deccan, needs investigation.",Deccan,Electricity Issue,2024-01-18,Electricity Distribution Department,High,Resolved,Chinchwad,Garbage Issue,169,2024-07-05,Low,4,"Great service, very happy.",Completed,4237,2025-04-03,3895,False,Yes,Electricity Issue,Deccan,28,2024-02-15,342,0.0878048780487804
C2998,"Tree fallen near Lane 68 in Bavdhan, blocking road and footpath.",Bavdhan,Tree Falling,2024-01-11,Urban Forestry and Landscaping Department,High,Pending,Bibwewadi,Water Leakage,166,2024-06-25,Medium,4,Issue handled professionally.,Completed,1764,2024-04-23,1846,False,No,Tree Falling,Bavdhan,0,,82,0.0444203683640303
C2999,"Damaged road with potholes near Lane 7 in Baner, dangerous for vehicles.",Baner,Road Damage,2024-02-14,Public Works Department,High,Pending,Wakad,Drainage Problem,311,2024-12-21,High,2,Not satisfied with the service.,Completed,5162,2024-04-06,5620,False,Yes,Road Damage,Baner,0,,458,0.0814946619217081
C3000,"Streetlights not working near Lane 65 in Dhanori, causing night-time hazards.",Dhanori,Streetlight Issue,2024-02-25,Urban Lighting and Infrastructure Department,Medium,Resolved,Karvenagar,Road Damage,234,2024-10-16,High,5,Very satisfied with the resolution.,Completed,3045,2024-08-09,2856,False,No,Streetlight Issue,Dhanori,2,2024-02-27,189,0.0661764705882353
C3001,"Stray dogs causing fear near Lane 50 in Thergaon, especially for kids.",Thergaon,Animal Nuisance,2024-03-08,Animal Control and Welfare Department,Low,In Progress,Viman Nagar,Noise Pollution,115,2024-07-01,Low,3,Neutral experience.,In Progress,0,,-260,False,No,Animal Nuisance,Thergaon,21,2024-03-29,260,-1.0
C3002,"Tree fallen near Lane 22 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2024-04-01,Urban Forestry and Landscaping Department,High,Resolved,Bavdhan,Illegal Construction,225,2024-11-12,Medium,2,Took too long to resolve.,Completed,8546,2024-10-24,8983,False,Yes,Tree Falling,Nigdi,14,2024-04-15,437,0.0486474451742179
C3003,"Tree fallen near Lane 4 in Aundh, blocking road and footpath.",Aundh,Tree Falling,2024-01-29,Urban Forestry and Landscaping Department,High,In Progress,Kothrud,Water Leakage,141,2024-06-18,High,2,Issue still persists.,In Progress,0,,-56,False,No,Tree Falling,Aundh,9,2024-02-07,56,-1.0
C3004,"Streetlights not working near Lane 16 in Warje, causing night-time hazards.",Warje,Streetlight Issue,2024-03-29,Urban Lighting and Infrastructure Department,Medium,Resolved,Balewadi,Illegal Construction,99,2024-07-06,Medium,5,Appreciate the fast response.,Completed,1601,2024-10-14,1398,False,No,Streetlight Issue,Warje,13,2024-04-11,203,0.1452074391988555
C3005,"High noise levels from activities near Lane 4 in Deccan, disturbing peace.",Deccan,Noise Pollution,2024-03-31,Environmental Protection Department,Low,Resolved,Bibwewadi,Road Damage,161,2024-09-08,High,5,Issue handled professionally.,In Progress,0,,451,True,Yes,Noise Pollution,Deccan,6,2024-04-06,451,1.0
C3006,"Tree fallen near Lane 11 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2024-03-14,Urban Forestry and Landscaping Department,High,In Progress,Aundh,Tree Fall,115,2024-07-07,Medium,5,Issue handled professionally.,Completed,9044,2024-12-12,8579,False,Yes,Tree Falling,Koregaon Park,11,2024-03-25,465,0.0542021214593775
C3007,"Uncollected garbage near Lane 19 in Warje, causing health concerns.",Warje,Garbage Issue,2024-02-03,Municipal Waste Management Department,Medium,Resolved,Karvenagar,Tree Fall,125,2024-06-07,Low,5,Very satisfied with the resolution.,Rejected,0,,-417,False,Yes,Garbage Issue,Warje,23,2024-02-26,417,-1.0
C3008,"Tree fallen near Lane 23 in Hadapsar, blocking road and footpath.",Hadapsar,Tree Falling,2024-01-05,Urban Forestry and Landscaping Department,High,In Progress,Kondhwa,Animal Nuisance,337,2024-12-07,Low,5,Very satisfied with the resolution.,Completed,6496,2024-04-23,6447,False,No,Tree Falling,Hadapsar,28,2024-02-02,49,0.007600434310532
C3009,"High noise levels from activities near Lane 35 in Swargate, disturbing peace.",Swargate,Noise Pollution,2024-04-02,Environmental Protection Department,Low,In Progress,Parvati,Street Light,138,2024-08-18,Medium,4,"Great service, very happy.",Completed,6713,2024-11-19,7098,False,Yes,Noise Pollution,Swargate,11,2024-04-13,385,0.054240631163708
C3010,"Stray dogs causing fear near Lane 14 in Bibwewadi, especially for kids.",Bibwewadi,Animal Nuisance,2024-02-27,Animal Control and Welfare Department,Low,Pending,Dhankawadi,Sewage Overflow,-32,2024-01-26,High,5,"Great service, very happy.",Completed,3205,2024-03-04,3479,False,No,Animal Nuisance,Bibwewadi,0,,274,0.0787582638689278
C3011,"Uncollected garbage near Lane 1 in Parvati, causing health concerns.",Parvati,Garbage Issue,2024-01-15,Municipal Waste Management Department,Medium,Resolved,Aundh,Sewage Overflow,347,2024-12-27,Low,5,Issue handled professionally.,Completed,5632,2024-12-09,5953,False,Yes,Garbage Issue,Parvati,20,2024-02-04,321,0.0539223920712245
C3012,"Stray dogs causing fear near Lane 35 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2024-01-19,Animal Control and Welfare Department,Low,Pending,Parvati,Sewage Overflow,270,2024-10-15,Medium,4,Issue handled professionally.,Completed,655,2024-04-17,539,False,No,Animal Nuisance,Kharadi,0,,116,0.2152133580705009
C3013,"Sewage overflow issue near Lane 12 in Shivajinagar, foul smell and waterlogging.",Shivajinagar,Sewage Problem,2024-02-27,Sewerage and Drainage Department,High,Resolved,Kothrud,Animal Nuisance,3,2024-03-01,High,5,"Great service, very happy.",Completed,5321,2025-02-05,4992,False,Yes,Sewage Problem,Shivajinagar,4,2024-03-02,329,0.0659054487179487
C3014,"Streetlights not working near Lane 4 in Bibwewadi, causing night-time hazards.",Bibwewadi,Streetlight Issue,2024-03-08,Urban Lighting and Infrastructure Department,Medium,In Progress,Warje,Drainage Problem,-8,2024-02-29,High,2,Took too long to resolve.,Completed,4372,2024-01-29,4247,False,No,Streetlight Issue,Bibwewadi,4,2024-03-12,125,0.029432540616906
C3015,"Unauthorized parking near Lane 16 in Bavdhan, causing congestion.",Bavdhan,Illegal Parking,2024-02-01,Traffic and Transportation Department,Medium,Pending,Sinhagad Road,Animal Nuisance,271,2024-10-29,High,1,Not satisfied with the service.,Rejected,0,,184,True,No,Illegal Parking,Bavdhan,0,,184,1.0
C3016,"Stray dogs causing fear near Lane 65 in Wanowrie, especially for kids.",Wanowrie,Animal Nuisance,2024-01-17,Animal Control and Welfare Department,Low,Pending,Warje,Animal Nuisance,55,2024-03-12,Medium,3,"Not bad, not great.",In Progress,0,,-139,False,No,Animal Nuisance,Wanowrie,0,,139,-1.0
C3017,"Unauthorized parking near Lane 57 in Deccan, causing congestion.",Deccan,Illegal Parking,2024-01-26,Traffic and Transportation Department,Medium,Pending,Shivajinagar,Water Leakage,-3,2024-01-23,High,5,Appreciate the fast response.,Rejected,0,,58,True,No,Illegal Parking,Deccan,0,,58,1.0
C3018,"Water leakage from pipeline near Lane 24 in Chinchwad, needs urgent attention.",Chinchwad,Water Issue,2024-03-15,Water Supply and Sanitation Department,High,Resolved,Baner,Street Light,96,2024-06-19,High,4,Appreciate the fast response.,Escalated,0,,390,True,Yes,Water Issue,Chinchwad,1,2024-03-16,390,1.0
C3019,"Tree fallen near Lane 58 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2024-02-06,Urban Forestry and Landscaping Department,High,Resolved,Balewadi,Street Light,162,2024-07-17,High,4,Very satisfied with the resolution.,Escalated,0,,-360,False,Yes,Tree Falling,Koregaon Park,4,2024-02-10,360,-1.0
C3020,"Uncollected garbage near Lane 25 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2024-03-16,Municipal Waste Management Department,Medium,Pending,Bavdhan,Garbage Issue,159,2024-08-22,Medium,4,Appreciate the fast response.,Completed,1872,2024-07-01,2258,False,Yes,Garbage Issue,Nigdi,0,,386,0.1709477413640389
C3021,"Damaged road with potholes near Lane 5 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2024-03-16,Public Works Department,High,Resolved,Balewadi,Drainage Problem,116,2024-07-10,Low,4,Very satisfied with the resolution.,In Progress,0,,417,True,Yes,Road Damage,Nigdi,22,2024-04-07,417,1.0
C3022,"Streetlights not working near Lane 18 in Dhanori, causing night-time hazards.",Dhanori,Streetlight Issue,2024-02-13,Urban Lighting and Infrastructure Department,Medium,Pending,Dhankawadi,Tree Fall,275,2024-11-14,Medium,5,Issue handled professionally.,In Progress,0,,-383,False,Yes,Streetlight Issue,Dhanori,0,,383,-1.0
C3023,"Uncollected garbage near Lane 63 in NIBM Road, causing health concerns.",NIBM Road,Garbage Issue,2024-02-24,Municipal Waste Management Department,Medium,Resolved,Vishrantwadi,Animal Nuisance,285,2024-12-05,Medium,4,Issue handled professionally.,Completed,4925,2024-07-04,4701,False,No,Garbage Issue,NIBM Road,11,2024-03-06,224,0.047649436290151
C3024,"Uncollected garbage near Lane 58 in Wagholi, causing health concerns.",Wagholi,Garbage Issue,2024-01-08,Municipal Waste Management Department,Medium,Resolved,Dhanori,Sewage Overflow,130,2024-05-17,High,5,Issue handled professionally.,Completed,4436,2024-02-10,4661,False,No,Garbage Issue,Wagholi,4,2024-01-12,225,0.0482729028105556
C3025,"Water leakage from pipeline near Lane 59 in Bibwewadi, needs urgent attention.",Bibwewadi,Water Issue,2024-01-24,Water Supply and Sanitation Department,High,Pending,Dhankawadi,Garbage Issue,31,2024-02-24,Low,2,Had to follow up multiple times.,Completed,5406,2024-05-16,5125,False,No,Water Issue,Bibwewadi,0,,281,0.0548292682926829
C3026,"Frequent power cuts near Lane 56 in Dhankawadi, needs investigation.",Dhankawadi,Electricity Issue,2024-03-22,Electricity Distribution Department,High,In Progress,Camp,Illegal Construction,278,2024-12-25,Low,5,"Great service, very happy.",Completed,5075,2025-03-16,5479,False,Yes,Electricity Issue,Dhankawadi,27,2024-04-18,404,0.0737360832268662
C3027,"Tree fallen near Lane 65 in Pashan, blocking road and footpath.",Pashan,Tree Falling,2024-01-10,Urban Forestry and Landscaping Department,High,Resolved,Kondhwa,Illegal Construction,298,2024-11-03,Low,2,Average service.,Completed,6757,2024-05-23,6282,False,Yes,Tree Falling,Pashan,26,2024-02-05,475,0.0756128621458134
C3028,"Tree fallen near Lane 65 in Sinhagad Road, blocking road and footpath.",Sinhagad Road,Tree Falling,2024-03-08,Urban Forestry and Landscaping Department,High,Resolved,Balewadi,Drainage Problem,-24,2024-02-13,Low,5,Appreciate the fast response.,Completed,6388,2024-05-21,6408,False,No,Tree Falling,Sinhagad Road,28,2024-04-05,20,0.0031210986267166
C3029,"Tree fallen near Lane 51 in Chinchwad, blocking road and footpath.",Chinchwad,Tree Falling,2024-04-07,Urban Forestry and Landscaping Department,High,Resolved,Pimpri,Animal Nuisance,158,2024-09-12,Low,1,Very poor response.,Completed,6877,2024-12-05,7159,False,No,Tree Falling,Chinchwad,27,2024-05-04,282,0.039390976393351
C3030,"Water leakage from pipeline near Lane 55 in Erandwane, needs urgent attention.",Erandwane,Water Issue,2024-01-27,Water Supply and Sanitation Department,High,Pending,Camp,Tree Fall,162,2024-07-07,High,5,Very satisfied with the resolution.,Completed,9459,2024-04-26,8968,False,Yes,Water Issue,Erandwane,0,,491,0.054750223015165
C3031,"Damaged road with potholes near Lane 25 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2024-03-16,Public Works Department,High,In Progress,Talegaon,Tree Fall,131,2024-07-25,Low,5,Very satisfied with the resolution.,Completed,1719,2024-09-15,2202,False,Yes,Road Damage,Nigdi,20,2024-04-05,483,0.2193460490463215
C3032,"Damaged road with potholes near Lane 58 in Bavdhan, dangerous for vehicles.",Bavdhan,Road Damage,2024-02-09,Public Works Department,High,Resolved,Balewadi,Noise Pollution,34,2024-03-14,High,3,It was okay.,In Progress,0,,-123,False,No,Road Damage,Bavdhan,2,2024-02-11,123,-1.0
C3033,"Damaged road with potholes near Lane 52 in Bibwewadi, dangerous for vehicles.",Bibwewadi,Road Damage,2024-03-04,Public Works Department,High,Pending,Lohegaon,Road Damage,134,2024-07-16,Medium,3,Took some time but resolved.,Completed,4004,2024-07-30,4136,False,No,Road Damage,Bibwewadi,0,,132,0.0319148936170212
C3034,"Frequent power cuts near Lane 46 in Sinhagad Road, needs investigation.",Sinhagad Road,Electricity Issue,2024-01-11,Electricity Distribution Department,High,Resolved,Sinhagad Road,Animal Nuisance,74,2024-03-25,High,4,Very satisfied with the resolution.,Completed,5934,2024-02-05,6070,False,No,Electricity Issue,Sinhagad Road,2,2024-01-13,136,0.0224052718286655
C3035,"Stray dogs causing fear near Lane 60 in Pashan, especially for kids.",Pashan,Animal Nuisance,2024-02-06,Animal Control and Welfare Department,Low,Pending,Swargate,Tree Fall,325,2024-12-27,Low,4,Very satisfied with the resolution.,Completed,4134,2024-07-12,4315,False,No,Animal Nuisance,Pashan,0,,181,0.041946697566628
C3036,"Unauthorized parking near Lane 50 in Viman Nagar, causing congestion.",Viman Nagar,Illegal Parking,2024-01-16,Traffic and Transportation Department,Medium,Pending,Fursungi,Sewage Overflow,127,2024-05-22,Low,4,Issue handled professionally.,Completed,9285,2024-09-22,9368,False,No,Illegal Parking,Viman Nagar,0,,83,0.0088599487617421
C3037,"Damaged road with potholes near Lane 37 in Bavdhan, dangerous for vehicles.",Bavdhan,Road Damage,2024-01-24,Public Works Department,High,In Progress,Chinchwad,Sewage Overflow,173,2024-07-15,Low,1,Had to follow up multiple times.,Completed,6901,2024-01-10,6552,False,Yes,Road Damage,Bavdhan,27,2024-02-20,349,0.0532661782661782
C3038,"Frequent power cuts near Lane 35 in Shivajinagar, needs investigation.",Shivajinagar,Electricity Issue,2024-02-25,Electricity Distribution Department,High,Resolved,Dhankawadi,Illegal Construction,209,2024-09-21,Medium,5,"Resolved quickly, thanks!",Completed,7274,2024-01-15,7493,False,No,Electricity Issue,Shivajinagar,13,2024-03-09,219,0.0292272787935406
C3039,"Tree fallen near Lane 7 in Sinhagad Road, blocking road and footpath.",Sinhagad Road,Tree Falling,2024-03-06,Urban Forestry and Landscaping Department,High,Pending,Pimpri,Illegal Construction,-62,2024-01-04,High,4,Very satisfied with the resolution.,Rejected,0,,-452,False,Yes,Tree Falling,Sinhagad Road,0,,452,-1.0
C3040,"Streetlights not working near Lane 12 in Hadapsar, causing night-time hazards.",Hadapsar,Streetlight Issue,2024-02-02,Urban Lighting and Infrastructure Department,Medium,Resolved,Karvenagar,Garbage Issue,333,2024-12-31,High,5,"Resolved quickly, thanks!",Completed,5578,2024-11-09,5231,False,Yes,Streetlight Issue,Hadapsar,9,2024-02-11,347,0.0663353087363792
C3041,"Frequent power cuts near Lane 6 in Camp, needs investigation.",Camp,Electricity Issue,2024-03-13,Electricity Distribution Department,High,Resolved,Lohegaon,Garbage Issue,222,2024-10-21,Low,4,Appreciate the fast response.,Completed,2563,2024-02-18,2921,False,Yes,Electricity Issue,Camp,21,2024-04-03,358,0.1225607668606641
C3042,"Tree fallen near Lane 30 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2024-01-18,Urban Forestry and Landscaping Department,High,Pending,Balewadi,Animal Nuisance,340,2024-12-23,Medium,2,Very poor response.,In Progress,0,,-208,False,No,Tree Falling,Nigdi,0,,208,-1.0
C3043,"Frequent power cuts near Lane 8 in Bibwewadi, needs investigation.",Bibwewadi,Electricity Issue,2024-01-14,Electricity Distribution Department,High,In Progress,Nanded,Animal Nuisance,231,2024-09-01,High,5,Issue handled professionally.,Completed,7595,2024-06-27,7674,False,No,Electricity Issue,Bibwewadi,4,2024-01-18,79,0.0102945009121709
C3044,"Uncollected garbage near Lane 57 in Deccan, causing health concerns.",Deccan,Garbage Issue,2024-01-10,Municipal Waste Management Department,Medium,Resolved,Camp,Noise Pollution,186,2024-07-14,Medium,4,"Great service, very happy.",Rejected,0,,-451,False,Yes,Garbage Issue,Deccan,10,2024-01-20,451,-1.0
C3045,"Damaged road with potholes near Lane 51 in Parvati, dangerous for vehicles.",Parvati,Road Damage,2024-01-07,Public Works Department,High,Pending,Aundh,Garbage Issue,161,2024-06-16,Low,2,"Not bad, not great.",Completed,604,2024-02-26,767,False,No,Road Damage,Parvati,0,,163,0.2125162972620599
C3046,"Sewage overflow issue near Lane 50 in Bavdhan, foul smell and waterlogging.",Bavdhan,Sewage Problem,2024-01-07,Sewerage and Drainage Department,High,Resolved,Viman Nagar,Tree Fall,63,2024-03-10,Low,3,It was okay.,Completed,1364,2024-10-21,1394,False,No,Sewage Problem,Bavdhan,22,2024-01-29,30,0.0215208034433285
C3047,"Streetlights not working near Lane 36 in Pimpri, causing night-time hazards.",Pimpri,Streetlight Issue,2024-01-26,Urban Lighting and Infrastructure Department,Medium,Resolved,Kothrud,Sewage Overflow,57,2024-03-23,Low,5,Appreciate the fast response.,Rejected,0,,111,True,No,Streetlight Issue,Pimpri,25,2024-02-20,111,1.0
C3048,"Water leakage from pipeline near Lane 67 in Viman Nagar, needs urgent attention.",Viman Nagar,Water Issue,2024-02-02,Water Supply and Sanitation Department,High,Pending,Kondhwa,Garbage Issue,181,2024-08-01,High,4,"Great service, very happy.",Completed,4672,2024-07-26,4231,False,Yes,Water Issue,Viman Nagar,0,,441,0.1042306783266367
C3049,"Damaged road with potholes near Lane 43 in Swargate, dangerous for vehicles.",Swargate,Road Damage,2024-01-21,Public Works Department,High,Resolved,Vishrantwadi,Sewage Overflow,9,2024-01-30,Low,5,Very satisfied with the resolution.,Completed,6722,2024-10-04,6388,False,Yes,Road Damage,Swargate,28,2024-02-18,334,0.0522855353788353
C3050,"High noise levels from activities near Lane 43 in Dhanori, disturbing peace.",Dhanori,Noise Pollution,2024-01-21,Environmental Protection Department,Low,Pending,Viman Nagar,Street Light,277,2024-10-24,Medium,4,"Resolved quickly, thanks!",In Progress,0,,-299,False,No,Noise Pollution,Dhanori,0,,299,-1.0
C3051,"Unauthorized parking near Lane 34 in Model Colony, causing congestion.",Model Colony,Illegal Parking,2024-04-09,Traffic and Transportation Department,Medium,Pending,Chinchwad,Garbage Issue,243,2024-12-08,High,4,"Great service, very happy.",Completed,1031,2024-12-13,1387,False,Yes,Illegal Parking,Model Colony,0,,356,0.2566690699351117
C3052,"Frequent power cuts near Lane 16 in Dhanori, needs investigation.",Dhanori,Electricity Issue,2024-01-24,Electricity Distribution Department,High,Resolved,Viman Nagar,Illegal Construction,20,2024-02-13,High,5,"Resolved quickly, thanks!",Completed,5385,2024-07-19,5030,False,Yes,Electricity Issue,Dhanori,1,2024-01-25,355,0.0705765407554672
C3053,"High noise levels from activities near Lane 41 in Balewadi, disturbing peace.",Balewadi,Noise Pollution,2024-03-25,Environmental Protection Department,Low,Resolved,Warje,Street Light,259,2024-12-09,Medium,3,Took some time but resolved.,Completed,9113,2024-01-30,9527,False,Yes,Noise Pollution,Balewadi,14,2024-04-08,414,0.043455442426787
C3054,"Water leakage from pipeline near Lane 25 in Koregaon Park, needs urgent attention.",Koregaon Park,Water Issue,2024-03-18,Water Supply and Sanitation Department,High,Resolved,Lohegaon,Noise Pollution,239,2024-11-12,High,3,It was okay.,Rejected,0,,175,True,No,Water Issue,Koregaon Park,2,2024-03-20,175,1.0
C3055,"Uncollected garbage near Lane 63 in Kondhwa, causing health concerns.",Kondhwa,Garbage Issue,2024-02-01,Municipal Waste Management Department,Medium,In Progress,Baner,Road Damage,297,2024-11-24,Medium,1,Issue still persists.,In Progress,0,,469,True,Yes,Garbage Issue,Kondhwa,16,2024-02-17,469,1.0
C3056,"Unauthorized parking near Lane 60 in Balewadi, causing congestion.",Balewadi,Illegal Parking,2024-04-08,Traffic and Transportation Department,Medium,In Progress,Balewadi,Water Leakage,254,2024-12-18,Low,2,Neutral experience.,Completed,6628,2024-12-27,7120,False,Yes,Illegal Parking,Balewadi,23,2024-05-01,492,0.0691011235955056
C3057,"High noise levels from activities near Lane 5 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2024-02-20,Environmental Protection Department,Low,In Progress,Kothrud,Street Light,162,2024-07-31,Medium,2,Had to follow up multiple times.,Completed,3837,2024-02-19,3775,False,No,Noise Pollution,Kothrud,14,2024-03-05,62,0.0164238410596026
C3058,"Frequent power cuts near Lane 21 in Dhanori, needs investigation.",Dhanori,Electricity Issue,2024-04-06,Electricity Distribution Department,High,Resolved,Pashan,Garbage Issue,155,2024-09-08,Low,5,Issue handled professionally.,In Progress,0,,-259,False,No,Electricity Issue,Dhanori,27,2024-05-03,259,-1.0
